name,height,age,season,team_name,team_id,injury_type,injury_beginning_date,injury_recovering_date
Vuk Bošković,200,20,2023/2024,KK Borac WWIN,76,Distensión muscular,2023-11-04,2023-11-14
Srđan Bošković,194,20,2023/2024,KK Borac WWIN,76,Tendinitis rotuliana,2023-09-16,2023-10-03
Srđan Bošković,194,20,2023/2024,KK Borac WWIN,76,Lesión de cuádriceps,2024-01-18,2024-02-10
Srđan Bošković,194,20,2023/2024,KK Borac WWIN,76,Rotura de fibras,2023-10-10,2023-10-25
Srđan Bošković,194,20,2023/2024,KK Borac WWIN,76,Contusión muscular,2024-05-19,2024-05-29
Amsal Delalić,202,20,2023/2024,KK Borac WWIN,76,Esguince de tobillo,2023-11-25,2023-12-09
Amsal Delalić,202,20,2023/2024,KK Borac WWIN,76,Lesión de cuádriceps,2024-01-09,2024-01-24
Amsal Delalić,202,20,2023/2024,KK Borac WWIN,76,Lesión de isquiotibiales,2024-05-18,2024-06-15
Boris Dragojević,194,21,2023/2024,KK Borac WWIN,76,Esguince de tobillo,2023-09-07,2023-09-27
Boris Dragojević,194,21,2023/2024,KK Borac WWIN,76,Fractura de dedo,2024-04-29,2024-05-20
Srđan Gavrić,196,28,2023/2024,KK Borac WWIN,76,Lumbalgia,2023-12-01,2023-12-10
Srđan Gavrić,196,28,2023/2024,KK Borac WWIN,76,Esguince de tobillo,2024-04-02,2024-04-17
Srđan Gavrić,196,28,2023/2024,KK Borac WWIN,76,Fractura de dedo,2024-01-06,2024-02-05
Sandi Grubelić,196,26,2023/2024,KK Borac WWIN,76,Lesión de cuádriceps,2023-10-10,2023-10-28
Sandi Grubelić,196,26,2023/2024,KK Borac WWIN,76,Lesión de hombro,2023-11-01,2023-11-27
Sandi Grubelić,196,26,2023/2024,KK Borac WWIN,76,Rotura de fibras,2023-12-01,2023-12-25
Đorđe Milošević,199,30,2023/2024,KK Borac WWIN,76,Rotura de fibras,2024-03-24,2024-04-07
Đorđe Milošević,199,30,2023/2024,KK Borac WWIN,76,Lesión de isquiotibiales,2024-01-23,2024-02-16
Joseph Pleasant,202,23,2023/2024,KK Borac WWIN,76,Lesión de cuádriceps,2024-06-10,2024-06-22
Joseph Pleasant,202,23,2023/2024,KK Borac WWIN,76,Contusión muscular,2024-03-07,2024-03-10
Joseph Pleasant,202,23,2023/2024,KK Borac WWIN,76,Fractura de dedo,2024-02-03,2024-03-03
Luka Protić,197,18,2023/2024,KK Borac WWIN,76,Lesión de hombro,2024-04-25,2024-05-17
Luka Protić,197,18,2023/2024,KK Borac WWIN,76,Lesión de cuádriceps,2023-12-10,2024-01-04
Luka Protić,197,18,2023/2024,KK Borac WWIN,76,Rotura de fibras,2023-09-04,2023-09-30
Luka Protić,197,18,2023/2024,KK Borac WWIN,76,Lumbalgia,2024-06-04,2024-06-11
Filip Radaković,200,19,2023/2024,KK Borac WWIN,76,Esguince de tobillo,2023-09-01,2023-09-13
Filip Radaković,200,19,2023/2024,KK Borac WWIN,76,Lumbalgia,2024-02-05,2024-02-25
Filip Radaković,200,19,2023/2024,KK Borac WWIN,76,Lesión de isquiotibiales,2024-05-29,2024-06-14
Teodor Simić,214,19,2023/2024,KK Borac WWIN,76,Lumbalgia,2023-10-01,2023-10-15
Teodor Simić,214,19,2023/2024,KK Borac WWIN,76,Distensión muscular,2023-10-18,2023-10-27
Jarrod West II,183,24,2023/2024,KK Borac WWIN,76,Fractura de dedo,2024-03-30,2024-05-05
Jarrod West II,183,24,2023/2024,KK Borac WWIN,76,Lesión de cuádriceps,2023-10-14,2023-11-07
Aleksa Čovičković,190,19,2023/2024,KK Borac WWIN,76,Lesión de isquiotibiales,2023-11-08,2023-12-04
Aleksa Čovičković,190,19,2023/2024,KK Borac WWIN,76,Lumbalgia,2024-06-17,2024-06-25
Aleksa Čovičković,190,19,2023/2024,KK Borac WWIN,76,Esguince de tobillo,2023-12-31,2024-01-13
Aleksa Čovičković,190,19,2023/2024,KK Borac WWIN,76,Tendinitis rotuliana,2024-02-09,2024-03-02
Nikola Šarić,188,18,2023/2024,KK Borac WWIN,76,Lesión de cuádriceps,2024-04-19,2024-05-09
Nikola Šarić,188,18,2023/2024,KK Borac WWIN,76,Tendinitis rotuliana,2023-10-09,2023-10-30
Nikola Šarić,188,18,2023/2024,KK Borac WWIN,76,Fractura de dedo,2023-11-19,2023-12-13
Radoš Šešlija,208,31,2023/2024,KK Borac WWIN,76,Distensión muscular,2024-04-26,2024-05-08
Radoš Šešlija,208,31,2023/2024,KK Borac WWIN,76,Lesión de cuádriceps,2023-11-01,2023-11-24
Malcolm Alexander Bernard,198,29,2023/2024,KK Pelister-Bitola,81,Lesión de cuádriceps,2024-04-19,2024-05-05
Malcolm Alexander Bernard,198,29,2023/2024,KK Pelister-Bitola,81,Tendinitis rotuliana,2024-01-14,2024-02-11
Malcolm Alexander Bernard,198,29,2023/2024,KK Pelister-Bitola,81,Lesión de isquiotibiales,2023-11-20,2023-12-02
Malcolm Alexander Bernard,198,29,2023/2024,KK Pelister-Bitola,81,Tendinitis rotuliana,2023-09-21,2023-10-24
Christian Ellison Bundy,196,24,2023/2024,KK Pelister-Bitola,81,Lesión de cuádriceps,2023-10-17,2023-10-31
Christian Ellison Bundy,196,24,2023/2024,KK Pelister-Bitola,81,Fractura de dedo,2024-03-21,2024-04-21
Jon'il Larenz Fugett,183,23,2023/2024,KK Pelister-Bitola,81,Esguince de tobillo,2024-02-01,2024-02-18
Jon'il Larenz Fugett,183,23,2023/2024,KK Pelister-Bitola,81,Tendinitis rotuliana,2023-09-16,2023-10-05
Jon'il Larenz Fugett,183,23,2023/2024,KK Pelister-Bitola,81,Lumbalgia,2024-04-19,2024-05-09
Jon'il Larenz Fugett,183,23,2023/2024,KK Pelister-Bitola,81,Rotura de fibras,2024-01-06,2024-01-31
Amar Hot,203,20,2023/2024,KK Pelister-Bitola,81,Contusión muscular,2023-11-11,2023-11-15
Amar Hot,203,20,2023/2024,KK Pelister-Bitola,81,Lesión de isquiotibiales,2023-10-02,2023-10-12
Christian Anthony Keeling,190,25,2023/2024,KK Pelister-Bitola,81,Distensión muscular,2024-03-24,2024-04-01
Christian Anthony Keeling,190,25,2023/2024,KK Pelister-Bitola,81,Lesión de cuádriceps,2024-01-11,2024-01-23
Daishon Amir Knight,185,32,2023/2024,KK Pelister-Bitola,81,Esguince de tobillo,2023-12-11,2023-12-19
Daishon Amir Knight,185,32,2023/2024,KK Pelister-Bitola,81,Contusión muscular,2023-10-18,2023-10-23
Aleksandar Kostoski,186,35,2023/2024,KK Pelister-Bitola,81,Lesión de isquiotibiales,2024-04-24,2024-05-05
Aleksandar Kostoski,186,35,2023/2024,KK Pelister-Bitola,81,Esguince de tobillo,2024-06-20,2024-06-29
Aleksandar Kostoski,186,35,2023/2024,KK Pelister-Bitola,81,Lumbalgia,2024-03-21,2024-04-10
Andrej Magdevski,192,27,2023/2024,KK Pelister-Bitola,81,Esguince de tobillo,2024-04-06,2024-04-19
Andrej Magdevski,192,27,2023/2024,KK Pelister-Bitola,81,Distensión muscular,2023-12-19,2023-12-29
Andrej Magdevski,192,27,2023/2024,KK Pelister-Bitola,81,Distensión muscular,2024-01-22,2024-01-31
Andrej Maslinko,208,26,2023/2024,KK Pelister-Bitola,81,Distensión muscular,2024-01-04,2024-01-09
Andrej Maslinko,208,26,2023/2024,KK Pelister-Bitola,81,Tendinitis rotuliana,2024-03-29,2024-04-27
Andrej Maslinko,208,26,2023/2024,KK Pelister-Bitola,81,Rotura de fibras,2023-10-02,2023-10-23
Stefan Mijovic,194,28,2023/2024,KK Pelister-Bitola,81,Tendinitis rotuliana,2023-11-10,2023-12-06
Stefan Mijovic,194,28,2023/2024,KK Pelister-Bitola,81,Lumbalgia,2024-05-27,2024-06-06
Darko Najdovski,175,29,2023/2024,KK Pelister-Bitola,81,Rotura de fibras,2023-09-10,2023-10-06
Darko Najdovski,175,29,2023/2024,KK Pelister-Bitola,81,Lumbalgia,2024-03-02,2024-03-21
Jure Planinić,206,23,2023/2024,KK Pelister-Bitola,81,Rotura de fibras,2024-05-06,2024-06-01
Jure Planinić,206,23,2023/2024,KK Pelister-Bitola,81,Lesión de cuádriceps,2024-03-17,2024-04-06
Jure Planinić,206,23,2023/2024,KK Pelister-Bitola,81,Tendinitis rotuliana,2023-09-14,2023-10-03
Ivan Sapundjiev,191,28,2023/2024,KK Pelister-Bitola,81,Lesión de hombro,2023-09-16,2023-10-08
Ivan Sapundjiev,191,28,2023/2024,KK Pelister-Bitola,81,Tendinitis rotuliana,2024-04-29,2024-05-14
Ivan Sapundjiev,191,28,2023/2024,KK Pelister-Bitola,81,Rotura de fibras,2023-12-29,2024-01-17
Dimitar Serdarov,192,18,2023/2024,KK Pelister-Bitola,81,Lesión de isquiotibiales,2024-01-02,2024-01-19
Dimitar Serdarov,192,18,2023/2024,KK Pelister-Bitola,81,Tendinitis rotuliana,2023-09-29,2023-10-30
Borjan Stojanovski,190,22,2023/2024,KK Pelister-Bitola,81,Lesión de hombro,2024-03-17,2024-04-28
Borjan Stojanovski,190,22,2023/2024,KK Pelister-Bitola,81,Lesión de cuádriceps,2023-11-30,2023-12-15
Luka Stojanovski,189,23,2023/2024,KK Pelister-Bitola,81,Lesión de hombro,2024-03-02,2024-03-27
Luka Stojanovski,189,23,2023/2024,KK Pelister-Bitola,81,Lesión de hombro,2024-06-15,2024-06-30
Luka Ašćerić,201,26,2023/2024,KK Vojvodina mts,82,Lesión de hombro,2023-12-06,2024-01-20
Luka Ašćerić,201,26,2023/2024,KK Vojvodina mts,82,Contusión muscular,2024-05-09,2024-05-16
Uroš Banjac,196,22,2023/2024,KK Vojvodina mts,82,Lesión de isquiotibiales,2023-12-29,2024-01-09
Uroš Banjac,196,22,2023/2024,KK Vojvodina mts,82,Lesión de hombro,2023-09-11,2023-10-03
Boško Bumbić,191,22,2023/2024,KK Vojvodina mts,82,Contusión muscular,2024-02-17,2024-02-20
Boško Bumbić,191,22,2023/2024,KK Vojvodina mts,82,Lesión de hombro,2023-11-06,2023-11-27
Boško Bumbić,191,22,2023/2024,KK Vojvodina mts,82,Lesión de cuádriceps,2024-02-13,2024-02-28
Boško Bumbić,191,22,2023/2024,KK Vojvodina mts,82,Esguince de tobillo,2023-10-27,2023-11-03
Jared Armon Cunningham,193,32,2023/2024,KK Vojvodina mts,82,Lesión de cuádriceps,2024-03-10,2024-03-22
Jared Armon Cunningham,193,32,2023/2024,KK Vojvodina mts,82,Lumbalgia,2023-10-22,2023-11-07
Jared Armon Cunningham,193,32,2023/2024,KK Vojvodina mts,82,Lesión de cuádriceps,2024-02-13,2024-03-03
Jared Armon Cunningham,193,32,2023/2024,KK Vojvodina mts,82,Distensión muscular,2024-04-11,2024-04-18
Tomislav Ivošev,204,33,2023/2024,KK Vojvodina mts,82,Contusión muscular,2023-11-29,2023-12-07
Tomislav Ivošev,204,33,2023/2024,KK Vojvodina mts,82,Rotura de fibras,2024-03-01,2024-03-26
Tomislav Ivošev,204,33,2023/2024,KK Vojvodina mts,82,Fractura de dedo,2023-11-05,2023-12-13
Tomislav Ivošev,204,33,2023/2024,KK Vojvodina mts,82,Distensión muscular,2024-06-20,2024-06-25
Tyrell Reese Johnson,203,26,2023/2024,KK Vojvodina mts,82,Lesión de hombro,2023-12-03,2023-12-19
Tyrell Reese Johnson,203,26,2023/2024,KK Vojvodina mts,82,Lesión de hombro,2023-12-23,2024-01-17
Tyrell Reese Johnson,203,26,2023/2024,KK Vojvodina mts,82,Lesión de hombro,2024-05-12,2024-05-30
Marko Ljubičić,195,36,2023/2024,KK Vojvodina mts,82,Lesión de cuádriceps,2023-12-31,2024-01-12
Marko Ljubičić,195,36,2023/2024,KK Vojvodina mts,82,Lesión de cuádriceps,2023-11-25,2023-12-15
Luka Nedeljkov,189,25,2023/2024,KK Vojvodina mts,82,Lesión de isquiotibiales,2024-02-19,2024-03-20
Luka Nedeljkov,189,25,2023/2024,KK Vojvodina mts,82,Contusión muscular,2024-01-14,2024-01-17
Luka Nedeljkov,189,25,2023/2024,KK Vojvodina mts,82,Fractura de dedo,2023-10-05,2023-11-01
Luka Nedeljkov,189,25,2023/2024,KK Vojvodina mts,82,Lesión de cuádriceps,2023-09-01,2023-09-19
Zoran Nikolić,212,27,2023/2024,KK Vojvodina mts,82,Lumbalgia,2024-04-02,2024-04-16
Zoran Nikolić,212,27,2023/2024,KK Vojvodina mts,82,Distensión muscular,2024-05-10,2024-05-21
Balša Radonjić,192,18,2023/2024,KK Vojvodina mts,82,Lesión de cuádriceps,2023-10-22,2023-11-13
Balša Radonjić,192,18,2023/2024,KK Vojvodina mts,82,Contusión muscular,2023-11-23,2023-11-29
Balša Radonjić,192,18,2023/2024,KK Vojvodina mts,82,Contusión muscular,2023-09-18,2023-09-22
Petar Rakićević,204,28,2023/2024,KK Vojvodina mts,82,Esguince de tobillo,2024-01-12,2024-01-24
Petar Rakićević,204,28,2023/2024,KK Vojvodina mts,82,Lesión de isquiotibiales,2024-02-23,2024-03-06
Petar Rakićević,204,28,2023/2024,KK Vojvodina mts,82,Distensión muscular,2023-11-22,2023-12-03
Luka Savanović,197,18,2023/2024,KK Vojvodina mts,82,Lesión de isquiotibiales,2023-10-18,2023-11-14
Luka Savanović,197,18,2023/2024,KK Vojvodina mts,82,Lesión de cuádriceps,2023-09-16,2023-10-11
Luka Savanović,197,18,2023/2024,KK Vojvodina mts,82,Lumbalgia,2023-11-24,2023-12-11
Luka Savanović,197,18,2023/2024,KK Vojvodina mts,82,Lesión de hombro,2024-04-10,2024-05-23
Stefan Savić,200,27,2023/2024,KK Vojvodina mts,82,Esguince de tobillo,2024-02-17,2024-02-25
Stefan Savić,200,27,2023/2024,KK Vojvodina mts,82,Fractura de dedo,2024-03-28,2024-04-23
Filip Stanojević,203,20,2023/2024,KK Vojvodina mts,82,Rotura de fibras,2024-06-03,2024-06-28
Filip Stanojević,203,20,2023/2024,KK Vojvodina mts,82,Tendinitis rotuliana,2024-01-23,2024-02-27
Filip Stanojević,203,20,2023/2024,KK Vojvodina mts,82,Tendinitis rotuliana,2023-10-20,2023-11-10
Filip Stanojević,203,20,2023/2024,KK Vojvodina mts,82,Esguince de tobillo,2024-05-09,2024-05-22
Aleksandar Vojinović,198,17,2023/2024,KK Vojvodina mts,82,Esguince de tobillo,2023-09-02,2023-09-14
Aleksandar Vojinović,198,17,2023/2024,KK Vojvodina mts,82,Lumbalgia,2024-01-29,2024-02-06
Vasilije Vučetić,207,27,2023/2024,KK Vojvodina mts,82,Lesión de hombro,2023-12-12,2024-01-11
Vasilije Vučetić,207,27,2023/2024,KK Vojvodina mts,82,Lesión de isquiotibiales,2023-11-27,2023-12-07
Vasilije Vučetić,207,27,2023/2024,KK Vojvodina mts,82,Tendinitis rotuliana,2024-04-30,2024-05-16
Vasilije Vučetić,207,27,2023/2024,KK Vojvodina mts,82,Lesión de isquiotibiales,2024-03-22,2024-04-10
Bogdan Zagrađanin,201,18,2023/2024,KK Vojvodina mts,82,Contusión muscular,2023-10-17,2023-10-24
Bogdan Zagrađanin,201,18,2023/2024,KK Vojvodina mts,82,Rotura de fibras,2023-12-04,2023-12-24
Bogdan Zagrađanin,201,18,2023/2024,KK Vojvodina mts,82,Lesión de cuádriceps,2024-03-08,2024-03-30
Rade Zečević,197,18,2023/2024,KK Vojvodina mts,82,Contusión muscular,2024-01-13,2024-01-16
Rade Zečević,197,18,2023/2024,KK Vojvodina mts,82,Contusión muscular,2023-12-25,2024-01-04
Sardaar Khadir Calhoun,195,24,2023/2024,KK TFT Mozzart Skopje,87,Lesión de hombro,2023-11-17,2023-12-03
Sardaar Khadir Calhoun,195,24,2023/2024,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2024-02-24,2024-03-07
Sardaar Khadir Calhoun,195,24,2023/2024,KK TFT Mozzart Skopje,87,Rotura de fibras,2023-12-26,2024-01-15
David Michael Haughton,199,32,2023/2024,KK TFT Mozzart Skopje,87,Esguince de tobillo,2024-03-17,2024-04-06
David Michael Haughton,199,32,2023/2024,KK TFT Mozzart Skopje,87,Rotura de fibras,2024-06-01,2024-06-21
David Michael Haughton,199,32,2023/2024,KK TFT Mozzart Skopje,87,Contusión muscular,2024-05-01,2024-05-07
David Michael Haughton,199,32,2023/2024,KK TFT Mozzart Skopje,87,Tendinitis rotuliana,2023-09-18,2023-10-04
Elijah Ifejeh,203,26,2023/2024,KK TFT Mozzart Skopje,87,Lesión de hombro,2023-11-15,2023-12-28
Elijah Ifejeh,203,26,2023/2024,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2023-09-22,2023-10-16
Elijah Ifejeh,203,26,2023/2024,KK TFT Mozzart Skopje,87,Lumbalgia,2024-04-10,2024-04-18
Elijah Ifejeh,203,26,2023/2024,KK TFT Mozzart Skopje,87,Fractura de dedo,2024-01-11,2024-02-20
Damjan Krstevski,197,24,2023/2024,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2024-03-17,2024-03-29
Damjan Krstevski,197,24,2023/2024,KK TFT Mozzart Skopje,87,Rotura de fibras,2024-06-09,2024-06-29
Damjan Krstevski,197,24,2023/2024,KK TFT Mozzart Skopje,87,Lesión de cuádriceps,2024-04-22,2024-05-10
Alain Bernard Louis,185,26,2023/2024,KK TFT Mozzart Skopje,87,Lesión de hombro,2024-05-25,2024-06-27
Alain Bernard Louis,185,26,2023/2024,KK TFT Mozzart Skopje,87,Lumbalgia,2024-03-31,2024-04-08
Gorjan Markovski,196,31,2023/2024,KK TFT Mozzart Skopje,87,Distensión muscular,2023-10-22,2023-11-05
Gorjan Markovski,196,31,2023/2024,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2024-01-25,2024-02-22
Dwayne Tequan Morgan,202,27,2023/2024,KK TFT Mozzart Skopje,87,Lesión de cuádriceps,2024-01-14,2024-02-06
Dwayne Tequan Morgan,202,27,2023/2024,KK TFT Mozzart Skopje,87,Lumbalgia,2024-05-06,2024-05-23
Dwayne Tequan Morgan,202,27,2023/2024,KK TFT Mozzart Skopje,87,Lesión de hombro,2024-04-30,2024-06-03
Dwayne Tequan Morgan,202,27,2023/2024,KK TFT Mozzart Skopje,87,Esguince de tobillo,2024-03-25,2024-04-03
Ivan Naumoski,181,37,2023/2024,KK TFT Mozzart Skopje,87,Lesión de hombro,2024-03-24,2024-04-27
Ivan Naumoski,181,37,2023/2024,KK TFT Mozzart Skopje,87,Esguince de tobillo,2024-02-17,2024-03-01
Strahil Nikolov,200,23,2023/2024,KK TFT Mozzart Skopje,87,Fractura de dedo,2024-05-01,2024-05-22
Strahil Nikolov,200,23,2023/2024,KK TFT Mozzart Skopje,87,Tendinitis rotuliana,2023-09-11,2023-10-06
Strahil Nikolov,200,23,2023/2024,KK TFT Mozzart Skopje,87,Lesión de cuádriceps,2024-02-07,2024-02-26
Strahil Nikolov,200,23,2023/2024,KK TFT Mozzart Skopje,87,Tendinitis rotuliana,2023-10-21,2023-11-19
Marko Nikolovski,188,20,2023/2024,KK TFT Mozzart Skopje,87,Distensión muscular,2024-04-14,2024-04-23
Marko Nikolovski,188,20,2023/2024,KK TFT Mozzart Skopje,87,Lesión de cuádriceps,2023-10-16,2023-11-03
Edis Nuri,200,41,2023/2024,KK TFT Mozzart Skopje,87,Contusión muscular,2024-03-27,2024-04-02
Edis Nuri,200,41,2023/2024,KK TFT Mozzart Skopje,87,Contusión muscular,2023-09-29,2023-10-07
Jelani Earl Simmons,196,23,2023/2024,KK TFT Mozzart Skopje,87,Distensión muscular,2024-02-07,2024-02-13
Jelani Earl Simmons,196,23,2023/2024,KK TFT Mozzart Skopje,87,Rotura de fibras,2023-11-09,2023-11-29
Jelani Earl Simmons,196,23,2023/2024,KK TFT Mozzart Skopje,87,Rotura de fibras,2023-09-15,2023-10-13
Jelani Earl Simmons,196,23,2023/2024,KK TFT Mozzart Skopje,87,Distensión muscular,2023-12-12,2023-12-20
MIhail Stojanov,185,18,2023/2024,KK TFT Mozzart Skopje,87,Fractura de dedo,2024-04-21,2024-05-12
MIhail Stojanov,185,18,2023/2024,KK TFT Mozzart Skopje,87,Esguince de tobillo,2024-03-03,2024-03-24
Viktor Tashovski,185,21,2023/2024,KK TFT Mozzart Skopje,87,Fractura de dedo,2024-03-07,2024-04-04
Viktor Tashovski,185,21,2023/2024,KK TFT Mozzart Skopje,87,Contusión muscular,2023-11-03,2023-11-12
Viktor Tashovski,185,21,2023/2024,KK TFT Mozzart Skopje,87,Esguince de tobillo,2024-05-08,2024-05-18
Viktor Tashovski,185,21,2023/2024,KK TFT Mozzart Skopje,87,Lesión de hombro,2023-11-30,2023-12-29
Langston Boyer Walter Wertz III,196,23,2023/2024,KK TFT Mozzart Skopje,87,Lesión de hombro,2024-02-27,2024-03-30
Langston Boyer Walter Wertz III,196,23,2023/2024,KK TFT Mozzart Skopje,87,Lesión de cuádriceps,2024-01-11,2024-01-26
Langston Boyer Walter Wertz III,196,23,2023/2024,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2023-09-15,2023-10-04
Georgi Zafirov,194,26,2023/2024,KK TFT Mozzart Skopje,87,Esguince de tobillo,2024-06-19,2024-06-28
Georgi Zafirov,194,26,2023/2024,KK TFT Mozzart Skopje,87,Fractura de dedo,2023-12-25,2024-01-21
Georgi Zafirov,194,26,2023/2024,KK TFT Mozzart Skopje,87,Fractura de dedo,2024-03-28,2024-04-25
Frane Antić,208,20,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Esguince de tobillo,2023-09-05,2023-09-25
Frane Antić,208,20,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Contusión muscular,2023-11-28,2023-12-03
Frane Antić,208,20,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2023-12-24,2024-02-02
Frane Antić,208,20,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Tendinitis rotuliana,2024-02-04,2024-03-08
Vito Bajazet,206,18,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Tendinitis rotuliana,2024-03-11,2024-04-07
Vito Bajazet,206,18,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2024-01-08,2024-02-01
Vito Bajazet,206,18,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Fractura de dedo,2024-02-02,2024-03-07
Vito Bajazet,206,18,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2023-10-23,2023-11-19
Markedric Keyaivis Bell,203,24,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2024-03-10,2024-04-03
Markedric Keyaivis Bell,203,24,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2024-01-23,2024-02-16
Lovro Bolhar,194,17,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de isquiotibiales,2023-10-03,2023-10-28
Lovro Bolhar,194,17,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2024-02-14,2024-03-03
Lovro Bolhar,194,17,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Tendinitis rotuliana,2023-12-06,2023-12-28
Balša Dragović,208,27,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2024-01-02,2024-01-28
Balša Dragović,208,27,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Esguince de tobillo,2024-03-25,2024-04-13
Primož Kmetič,196,22,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2023-09-14,2023-09-28
Primož Kmetič,196,22,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Contusión muscular,2024-01-11,2024-01-18
Primož Kmetič,196,22,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2024-03-17,2024-03-30
Primož Kmetič,196,22,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Esguince de tobillo,2023-12-07,2023-12-23
Alen Malovčič,202,21,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Fractura de dedo,2024-05-01,2024-06-07
Alen Malovčič,202,21,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2023-11-27,2023-12-16
Alen Malovčič,202,21,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2024-01-29,2024-02-14
Nejc Martinčič,189,26,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Contusión muscular,2024-01-11,2024-01-16
Nejc Martinčič,189,26,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2023-12-03,2023-12-29
Dino Murić,202,33,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2023-12-23,2024-01-04
Dino Murić,202,33,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2024-02-05,2024-02-22
Dino Murić,202,33,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2024-03-09,2024-03-28
Dino Murić,202,33,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Tendinitis rotuliana,2024-01-29,2024-03-01
Jan Novak,194,28,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de isquiotibiales,2023-09-28,2023-10-23
Jan Novak,194,28,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2024-04-29,2024-06-01
Jan Novak,194,28,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Fractura de dedo,2023-11-01,2023-12-07
Gaber Ožegovič,198,25,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2024-01-31,2024-02-15
Gaber Ožegovič,198,25,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2023-11-17,2023-11-24
Gaber Ožegovič,198,25,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Distensión muscular,2024-02-23,2024-03-02
Gaber Ožegovič,198,25,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2024-04-22,2024-05-08
Domen Petrovič,206,19,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2023-10-12,2023-10-27
Domen Petrovič,206,19,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Contusión muscular,2023-11-30,2023-12-08
Luka Rudović,205,20,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Esguince de tobillo,2024-04-19,2024-04-26
Luka Rudović,205,20,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Tendinitis rotuliana,2023-11-26,2023-12-16
Luka Rudović,205,20,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2023-11-21,2023-12-30
Milutin Vidić,188,19,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de isquiotibiales,2024-04-10,2024-04-24
Milutin Vidić,188,19,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2024-05-02,2024-05-15
Milutin Vidić,188,19,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2023-09-20,2023-09-27
Alen Zulić,194,19,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Fractura de dedo,2023-09-08,2023-10-09
Alen Zulić,194,19,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2024-01-06,2024-01-22
Alen Zulić,194,19,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Fractura de dedo,2024-02-07,2024-03-09
Alen Zulić,194,19,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Distensión muscular,2024-03-15,2024-03-21
Matej Čibej,186,21,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2023-11-25,2023-12-19
Matej Čibej,186,21,2023/2024,KK Gorenjska gradbena družba Šenčur,88,Lesión de isquiotibiales,2024-01-31,2024-02-11
